Date,TotalTransactions,TotalTradedShares,TotalTradedAmount,Open,High,Low,Close,Adj Close,Volume,Name
2021-09-07,1063,79191.0,113607001.3,1470.0,1470.0,1419.0,1470.0,1419.0,113607001.3,NABIL
2021-09-06,1778,134284.0,190642503.8,1445.0,1445.0,1380.0,1380.0,1380.0,190642503.8,NABIL
2021-09-05,2354,177307.0,246544579.6,1420.0,1420.0,1372.0,1420.0,1372.0,246544579.6,NABIL
2021-09-02,1319,105395.0,149553931.0,1440.0,1440.0,1414.0,1414.0,1414.0,149553931.0,NABIL
2021-09-01,1762,124665.0,177400692.5,1446.0,1446.0,1408.0,1446.0,1408.0,177400692.5,NABIL
2021-08-31,1700,126285.0,178799141.5,1433.0,1433.0,1402.0,1402.0,1402.0,178799141.5,NABIL
2021-08-29,2404,183055.0,261950499.9,1469.0,1469.0,1413.0,1469.0,1413.0,261950499.9,NABIL
2021-08-26,1874,159476.0,231477148.4,1480.1,1480.1,1441.0,1441.0,1441.0,231477148.4,NABIL
2021-08-25,1382,120921.0,177104133.2,1479.0,1479.0,1448.0,1479.0,1448.0,177104133.2,NABIL
2021-08-24,1219,108363.0,161112074.2,1499.0,1499.0,1477.0,1477.0,1477.0,161112074.2,NABIL
2021-08-19,1090,106885.0,159642701.4,1501.0,1501.0,1485.0,1501.0,1485.0,159642701.4,NABIL
2021-08-18,1226,119338.0,178292864.9,1505.0,1505.0,1485.0,1485.0,1485.0,178292864.9,NABIL
2021-08-17,1744,216309.0,323314223.9,1518.0,1518.0,1489.0,1518.0,1489.0,323314223.9,NABIL
2021-08-16,1794,201928.0,305915871.2,1560.0,1560.0,1499.0,1499.0,1499.0,305915871.2,NABIL
2021-08-15,2292,247612.0,370339186.2,1525.0,1525.0,1475.0,1525.0,1475.0,370339186.2,NABIL
2021-08-12,756,61561.0,93543858.3,1530.0,1530.0,1488.7,1488.7,1488.7,93543858.3,NABIL
2021-08-11,789,76570.0,116269022.2,1540.0,1540.0,1512.2,1540.0,1512.2,116269022.2,NABIL
2021-08-10,1236,131079.0,196887045.2,1522.0,1522.0,1490.0,1490.0,1490.0,196887045.2,NABIL
2021-08-09,695,51624.0,77117556.5,1499.0,1499.0,1490.0,1499.0,1490.0,77117556.5,NABIL
2021-08-08,1062,88896.0,133104939.2,1503.0,1503.0,1488.0,1488.0,1488.0,133104939.2,NABIL
2021-08-05,682,54477.0,81228029.6,1499.0,1499.0,1482.1,1499.0,1482.1,81228029.6,NABIL
2021-08-04,778,63649.0,94925942.0,1500.0,1500.0,1488.0,1488.0,1488.0,94925942.0,NABIL
2021-08-03,652,58914.0,87808503.2,1500.0,1500.0,1485.0,1500.0,1485.0,87808503.2,NABIL
2021-08-02,715,59355.0,88284171.6,1495.0,1495.0,1479.5,1479.5,1479.5,88284171.6,NABIL
2021-08-01,843,75284.0,111059023.5,1494.0,1494.0,1466.5,1494.0,1466.5,111059023.5,NABIL
2021-07-29,852,80443.0,119118020.1,1490.0,1490.0,1475.1,1475.1,1475.1,119118020.1,NABIL
2021-07-28,840,84254.0,124971911.0,1500.0,1500.0,1480.0,1500.0,1480.0,124971911.0,NABIL
2021-07-27,2099,211397.0,311473478.6,1500.0,1500.0,1433.0,1433.0,1433.0,311473478.6,NABIL
2021-07-26,1956,196175.0,292600573.2,1515.0,1515.0,1480.0,1515.0,1480.0,292600573.2,NABIL
2021-07-25,1915,171727.0,255687925.0,1500.0,1500.0,1470.0,1470.0,1470.0,255687925.0,NABIL
2021-07-22,1394,147151.0,214167352.9,1463.0,1463.0,1449.0,1463.0,1449.0,214167352.9,NABIL
2021-07-20,1294,113294.0,164231575.8,1490.0,1490.0,1430.0,1430.0,1430.0,164231575.8,NABIL
2021-07-19,2545,226566.0,331812409.3,1493.0,1493.0,1450.0,1493.0,1450.0,331812409.3,NABIL
2021-07-18,2801,272476.0,386311435.3,1440.0,1440.0,1368.0,1368.0,1368.0,386311435.3,NABIL
2021-07-15,948,87922.0,119073636.0,1361.0,1361.0,1349.0,1361.0,1349.0,119073636.0,NABIL
2021-07-14,717,101853.0,136516206.0,1358.0,1358.0,1330.0,1330.0,1330.0,136516206.0,NABIL
2021-07-13,909,136946.0,183090696.0,1355.0,1355.0,1275.0,1355.0,1275.0,183090696.0,NABIL
2021-07-12,1881,162964.0,219177109.0,1400.0,1400.0,1324.0,1324.0,1324.0,219177109.0,NABIL
2021-07-11,1786,192294.0,258182140.0,1353.0,1353.0,1317.0,1353.0,1317.0,258182140.0,NABIL
2021-07-08,802,90493.0,118662235.0,1350.0,1350.0,1297.0,1297.0,1297.0,118662235.0,NABIL
2021-07-07,665,66773.0,86839404.0,1309.0,1309.0,1297.0,1309.0,1297.0,86839404.0,NABIL
2021-07-06,689,68703.0,89282718.0,1303.0,1303.0,1261.0,1261.0,1261.0,89282718.0,NABIL
2021-07-05,600,46953.0,60941322.0,1360.0,1360.0,1295.0,1360.0,1295.0,60941322.0,NABIL
2021-07-04,566,47249.0,61392472.0,1305.0,1305.0,1296.0,1296.0,1296.0,61392472.0,NABIL
2021-07-01,616,41519.0,53880150.0,1305.0,1305.0,1293.0,1305.0,1293.0,53880150.0,NABIL
2021-06-30,638,69882.0,90201925.0,1315.0,1315.0,1232.0,1232.0,1232.0,90201925.0,NABIL
2021-06-29,672,62112.0,80669385.0,1310.0,1310.0,1295.0,1310.0,1295.0,80669385.0,NABIL
2021-06-28,738,66695.0,87085191.0,1334.0,1334.0,1297.0,1297.0,1297.0,87085191.0,NABIL
2021-06-27,966,81126.0,104898933.0,1306.0,1306.0,1250.0,1306.0,1250.0,104898933.0,NABIL
2021-06-24,1083,80446.0,103395471.0,1300.0,1300.0,1280.0,1280.0,1280.0,103395471.0,NABIL
2021-06-23,1064,94681.0,122580938.0,1362.0,1362.0,1288.0,1362.0,1288.0,122580938.0,NABIL
2021-06-22,1285,106023.0,136905125.0,1300.0,1300.0,1280.0,1280.0,1280.0,136905125.0,NABIL
2021-06-21,1513,129080.0,166378689.0,1304.0,1304.0,1284.0,1304.0,1284.0,166378689.0,NABIL
2021-06-20,1508,117221.0,152289144.0,1312.0,1312.0,1290.0,1290.0,1290.0,152289144.0,NABIL
2021-06-17,986,92288.0,120626628.0,1315.0,1315.0,1300.0,1315.0,1300.0,120626628.0,NABIL
2021-06-16,1082,94402.0,124161732.0,1340.0,1340.0,1303.0,1303.0,1303.0,124161732.0,NABIL
2021-06-15,1114,110411.0,145074489.0,1374.0,1374.0,1295.0,1374.0,1295.0,145074489.0,NABIL
2021-06-14,1392,176408.0,231095878.0,1330.0,1330.0,1301.0,1301.0,1301.0,231095878.0,NABIL
2021-06-13,1487,142630.0,185765969.0,1312.0,1312.0,1300.0,1312.0,1300.0,185765969.0,NABIL
2021-06-10,1410,132428.0,172770018.0,1326.0,1326.0,1299.0,1299.0,1299.0,172770018.0,NABIL
2021-06-09,1041,148864.0,195552154.0,1380.0,1380.0,1289.0,1380.0,1289.0,195552154.0,NABIL
2021-06-08,1095,120498.0,158473396.0,1321.0,1321.0,1307.0,1307.0,1307.0,158473396.0,NABIL
2021-06-07,1473,148222.0,195221413.0,1350.0,1350.0,1308.0,1350.0,1308.0,195221413.0,NABIL
2021-06-06,1859,193387.0,257492740.0,1374.0,1374.0,1320.0,1320.0,1320.0,257492740.0,NABIL
2021-06-03,1384,175139.0,228712428.0,1321.0,1321.0,1255.0,1321.0,1255.0,228712428.0,NABIL
2021-06-02,814,60397.0,77956161.0,1356.0,1356.0,1265.0,1265.0,1265.0,77956161.0,NABIL
2021-06-01,1042,110156.0,141497601.0,1295.0,1295.0,1265.0,1295.0,1265.0,141497601.0,NABIL
2021-05-31,1121,123090.0,159328671.0,1312.0,1312.0,1282.0,1282.0,1282.0,159328671.0,NABIL
2021-05-30,983,90621.0,117818379.0,1316.0,1316.0,1294.0,1316.0,1294.0,117818379.0,NABIL
2021-05-27,1277,108286.0,140316676.0,1302.0,1302.0,1282.0,1282.0,1282.0,140316676.0,NABIL
2021-05-25,1012,85759.0,112333749.0,1329.0,1329.0,1286.0,1329.0,1286.0,112333749.0,NABIL
2021-05-24,1131,127131.0,167976810.0,1377.0,1377.0,1310.0,1310.0,1310.0,167976810.0,NABIL
2021-05-23,1095,107284.0,139688703.0,1313.0,1313.0,1275.0,1313.0,1275.0,139688703.0,NABIL
2021-05-20,868,65407.0,85226904.0,1340.0,1340.0,1282.0,1282.0,1282.0,85226904.0,NABIL
2021-05-19,1187,103756.0,135522514.0,1373.0,1373.0,1290.0,1373.0,1290.0,135522514.0,NABIL
2021-05-18,946,73064.0,95638111.0,1373.0,1373.0,1304.0,1304.0,1304.0,95638111.0,NABIL
2021-05-17,1379,103727.0,135830004.0,1320.0,1320.0,1299.0,1320.0,1299.0,135830004.0,NABIL
2021-05-16,1475,165718.0,212568856.0,1300.0,1300.0,1265.0,1265.0,1265.0,212568856.0,NABIL
2021-05-13,741,76245.0,96345911.0,1270.0,1270.0,1260.0,1270.0,1260.0,96345911.0,NABIL
2021-05-12,967,94423.0,119497170.0,1275.0,1275.0,1259.0,1259.0,1259.0,119497170.0,NABIL
2021-05-11,663,95404.0,120585084.0,1274.0,1274.0,1256.0,1274.0,1256.0,120585084.0,NABIL
2021-05-10,631,67445.0,85094464.0,1273.0,1273.0,1255.0,1255.0,1255.0,85094464.0,NABIL
2021-05-09,888,94346.0,118890219.0,1274.0,1274.0,1250.0,1274.0,1250.0,118890219.0,NABIL
2021-05-06,681,60497.0,76446838.0,1273.0,1273.0,1260.0,1260.0,1260.0,76446838.0,NABIL
2021-05-05,651,67433.0,85611634.0,1290.0,1290.0,1265.0,1290.0,1265.0,85611634.0,NABIL
2021-05-04,698,80193.0,102358119.0,1299.0,1299.0,1271.0,1271.0,1271.0,102358119.0,NABIL
2021-05-03,858,117310.0,151495839.0,1304.0,1304.0,1275.0,1304.0,1275.0,151495839.0,NABIL
2021-05-02,976,93567.0,119686326.0,1295.0,1295.0,1265.0,1265.0,1265.0,119686326.0,NABIL
2021-04-29,629,75819.0,96099923.0,1275.0,1275.0,1257.0,1275.0,1257.0,96099923.0,NABIL
2021-04-28,1039,84413.0,107381191.0,1300.0,1300.0,1249.0,1249.0,1249.0,107381191.0,NABIL
2021-04-27,1024,107440.0,135780240.0,1280.0,1280.0,1231.0,1280.0,1231.0,135780240.0,NABIL
2021-04-26,1567,156529.0,195335290.0,1281.0,1281.0,1230.0,1230.0,1230.0,195335290.0,NABIL
2021-04-25,1611,165129.0,209782404.0,1361.0,1361.0,1255.0,1361.0,1255.0,209782404.0,NABIL
2021-04-22,1020,125239.0,162253957.0,1307.0,1307.0,1280.0,1280.0,1280.0,162253957.0,NABIL
2021-04-21,1191,109757.0,142693430.0,1380.0,1380.0,1290.0,1380.0,1290.0,142693430.0,NABIL
2021-04-20,963,120001.0,158259673.0,1344.0,1344.0,1305.0,1305.0,1305.0,158259673.0,NABIL
2021-04-19,1125,142149.0,187822369.0,1345.0,1345.0,1310.0,1345.0,1310.0,187822369.0,NABIL
2021-04-18,1424,173619.0,233421412.0,1370.0,1370.0,1330.0,1330.0,1330.0,233421412.0,NABIL
2021-04-15,1555,168272.0,231567321.0,1449.0,1449.0,1350.0,1449.0,1350.0,231567321.0,NABIL
2021-04-13,1378,209373.0,286260911.0,1381.0,1381.0,1281.0,1281.0,1281.0,286260911.0,NABIL
2021-04-12,1194,183552.0,245356960.0,1360.0,1360.0,1320.0,1360.0,1320.0,245356960.0,NABIL
2021-04-08,977,136914.0,181750977.0,1339.0,1339.0,1316.0,1316.0,1316.0,181750977.0,NABIL
2021-04-07,720,104059.0,137623421.0,1334.0,1334.0,1310.0,1334.0,1310.0,137623421.0,NABIL
2021-04-06,830,103143.0,135377970.0,1324.0,1324.0,1300.0,1300.0,1300.0,135377970.0,NABIL
2021-04-05,893,117881.0,155639619.0,1332.0,1332.0,1303.0,1332.0,1303.0,155639619.0,NABIL
2021-04-04,1284,188377.0,245776041.0,1347.0,1347.0,1293.0,1293.0,1293.0,245776041.0,NABIL
2021-04-01,911,108284.0,139743752.0,1318.0,1318.0,1280.0,1318.0,1280.0,139743752.0,NABIL
2021-03-31,1354,187475.0,240742418.0,1305.0,1305.0,1238.0,1238.0,1238.0,240742418.0,NABIL
2021-03-30,554,97016.0,119822089.0,1240.0,1240.0,1230.0,1240.0,1230.0,119822089.0,NABIL
2021-03-29,467,51438.0,63360330.0,1243.0,1243.0,1227.0,1227.0,1227.0,63360330.0,NABIL
2021-03-25,729,57130.0,70500989.0,1255.0,1255.0,1221.0,1255.0,1221.0,70500989.0,NABIL
2021-03-24,563,53495.0,66150663.0,1257.0,1257.0,1230.0,1230.0,1230.0,66150663.0,NABIL
2021-03-23,652,55201.0,68151765.0,1245.0,1245.0,1229.0,1245.0,1229.0,68151765.0,NABIL
2021-03-22,872,93451.0,117311727.0,1295.0,1295.0,1238.0,1238.0,1238.0,117311727.0,NABIL
2021-03-21,1168,110107.0,139029645.0,1274.0,1274.0,1250.0,1274.0,1250.0,139029645.0,NABIL
2021-03-18,848,91022.0,112446031.0,1279.0,1279.0,1215.0,1215.0,1215.0,112446031.0,NABIL
2021-03-17,769,96573.0,116825960.0,1224.0,1224.0,1200.0,1224.0,1200.0,116825960.0,NABIL
2021-03-16,1022,115007.0,138953085.0,1225.0,1225.0,1145.0,1145.0,1145.0,138953085.0,NABIL
2021-03-15,1162,163239.0,197101378.0,1226.0,1226.0,1190.0,1226.0,1190.0,197101378.0,NABIL
2021-03-14,1696,169858.0,206687037.0,1250.0,1250.0,1205.0,1205.0,1205.0,206687037.0,NABIL
2021-03-10,539,69416.0,87492191.0,1338.0,1338.0,1252.0,1338.0,1252.0,87492191.0,NABIL
2021-03-09,515,81515.0,103952129.0,1300.0,1300.0,1264.0,1264.0,1264.0,103952129.0,NABIL
2021-03-07,557,67034.0,86069365.0,1305.0,1305.0,1271.0,1305.0,1271.0,86069365.0,NABIL
2021-03-04,1144,155720.0,201718889.0,1314.0,1314.0,1260.0,1260.0,1260.0,201718889.0,NABIL
2021-03-03,994,152652.0,190673338.0,1270.0,1270.0,1226.0,1270.0,1226.0,190673338.0,NABIL
2021-03-02,1103,133848.0,170509306.0,1323.0,1323.0,1250.0,1250.0,1250.0,170509306.0,NABIL
2021-03-01,810,102909.0,133958190.0,1315.0,1315.0,1259.0,1315.0,1259.0,133958190.0,NABIL
2021-02-28,1256,176137.0,229458666.0,1325.0,1325.0,1287.0,1287.0,1287.0,229458666.0,NABIL
2021-02-25,917,163157.0,216053061.0,1377.0,1377.0,1314.0,1377.0,1314.0,216053061.0,NABIL
2021-02-24,792,143200.0,193023822.0,1375.0,1375.0,1330.0,1330.0,1330.0,193023822.0,NABIL
2021-02-23,1533,285817.0,373558967.0,1344.0,1344.0,1286.0,1344.0,1286.0,373558967.0,NABIL
2021-02-22,1133,182067.0,242645153.0,1360.0,1360.0,1319.0,1319.0,1319.0,242645153.0,NABIL
2021-02-21,1024,186705.0,253188354.0,1435.0,1435.0,1335.0,1435.0,1335.0,253188354.0,NABIL
2021-02-18,1367,188406.0,260218114.0,1405.0,1405.0,1358.0,1358.0,1358.0,260218114.0,NABIL
2021-02-17,1848,295552.0,411625285.0,1433.0,1433.0,1350.0,1433.0,1350.0,411625285.0,NABIL
2021-02-16,1771,399457.0,544456014.0,1386.0,1386.0,1324.0,1324.0,1324.0,544456014.0,NABIL
2021-02-15,2461,524258.0,680516471.0,1328.0,1328.0,1230.0,1328.0,1230.0,680516471.0,NABIL
2021-02-14,1092,168891.0,205591981.0,1242.0,1242.0,1200.0,1200.0,1200.0,205591981.0,NABIL
2021-02-11,2091,317291.0,384054454.0,1250.0,1250.0,1170.0,1250.0,1170.0,384054454.0,NABIL
2021-02-10,760,130150.0,152696882.0,1189.0,1189.0,1152.0,1152.0,1152.0,152696882.0,NABIL
2021-02-09,1168,181209.0,212784832.0,1197.0,1197.0,1107.0,1197.0,1107.0,212784832.0,NABIL
2021-02-08,1318,292168.0,334434597.0,1180.0,1180.0,1115.0,1115.0,1115.0,334434597.0,NABIL
2021-02-07,800,121996.0,136104553.0,1125.0,1125.0,1111.0,1125.0,1111.0,136104553.0,NABIL
2021-02-04,584,82322.0,91872735.0,1150.0,1150.0,1111.0,1111.0,1111.0,91872735.0,NABIL
2021-02-03,767,110383.0,123939445.0,1160.0,1160.0,1110.0,1160.0,1110.0,123939445.0,NABIL
2021-02-02,579,79207.0,88916489.0,1140.0,1140.0,1120.0,1120.0,1120.0,88916489.0,NABIL
2021-02-01,564,60104.0,67372643.0,1151.0,1151.0,1065.0,1151.0,1065.0,67372643.0,NABIL
2021-01-31,1039,114576.0,128054421.0,1145.0,1145.0,1088.0,1088.0,1088.0,128054421.0,NABIL
2021-01-28,1153,143020.0,164846274.0,1182.0,1182.0,1129.0,1182.0,1129.0,164846274.0,NABIL
2021-01-27,687,97355.0,114486768.0,1186.0,1186.0,1126.0,1126.0,1126.0,114486768.0,NABIL
2021-01-26,817,133717.0,157180837.0,1194.0,1194.0,1165.0,1194.0,1165.0,157180837.0,NABIL
2021-01-25,1796,287254.0,331703579.0,1205.0,1205.0,1110.0,1110.0,1110.0,331703579.0,NABIL
2021-01-24,862,128981.0,144104020.0,1139.0,1139.0,1109.0,1139.0,1109.0,144104020.0,NABIL
2021-01-21,909,108401.0,119452296.0,1110.0,1110.0,1095.0,1095.0,1095.0,119452296.0,NABIL
2021-01-20,697,85123.0,94216582.0,1172.0,1172.0,1100.0,1172.0,1100.0,94216582.0,NABIL
2021-01-19,600,65561.0,73337832.0,1180.0,1180.0,1112.0,1112.0,1112.0,73337832.0,NABIL
2021-01-18,607,79293.0,89260230.0,1180.0,1180.0,1115.0,1180.0,1115.0,89260230.0,NABIL
2021-01-17,452,54196.0,61044047.0,1140.0,1140.0,1117.0,1117.0,1117.0,61044047.0,NABIL
2021-01-13,461,48737.0,55436935.0,1147.0,1147.0,1130.0,1147.0,1130.0,55436935.0,NABIL
2021-01-12,600,78962.0,89886785.0,1150.0,1150.0,1081.0,1081.0,1081.0,89886785.0,NABIL
2021-01-11,562,67113.0,76129051.0,1182.0,1182.0,1120.0,1182.0,1120.0,76129051.0,NABIL
2021-01-10,1135,182457.0,203939412.0,1134.0,1134.0,1095.0,1095.0,1095.0,203939412.0,NABIL
2021-01-07,625,77627.0,84901592.0,1112.0,1112.0,1042.0,1112.0,1042.0,84901592.0,NABIL
2021-01-06,564,76530.0,83523572.0,1104.0,1104.0,1086.0,1086.0,1086.0,83523572.0,NABIL
2021-01-05,569,90991.0,100390256.0,1118.0,1118.0,1095.0,1118.0,1095.0,100390256.0,NABIL
2021-01-04,667,91228.0,102321107.0,1136.0,1136.0,1102.0,1102.0,1102.0,102321107.0,NABIL
2021-01-03,1192,152668.0,168109683.0,1130.0,1130.0,1080.0,1130.0,1080.0,168109683.0,NABIL
2020-12-31,1211,126022.0,140476169.0,1130.0,1130.0,1100.0,1100.0,1100.0,140476169.0,NABIL
2020-12-30,2644,240703.0,261693768.0,1108.0,1108.0,1048.0,1108.0,1048.0,261693768.0,NABIL
2020-12-29,3132,381895.0,530177990.0,1400.0,1400.0,1380.0,1380.0,1380.0,530177990.0,NABIL
2020-12-28,1534,176237.0,243416028.0,1395.0,1395.0,1360.0,1395.0,1360.0,243416028.0,NABIL
2020-12-27,2280,290409.0,404921356.0,1450.0,1450.0,1381.0,1381.0,1381.0,404921356.0,NABIL
2020-12-24,3916,425873.0,614965941.0,1550.0,1550.0,1403.0,1550.0,1403.0,614965941.0,NABIL
